ТБ;ГОСБ;ИНН;Организация;Сегмент;Сотрудник;Задач;Закрыто;Успешно;Невозможно отработать;В работе;Статус отработки;Противоречие в решениях;Все задачи закрыты одним днём;Ни одного цифрового следа;План получателей;Факт получателей;Факт к плану, %;Потенциал численности;Факт к потенциалу, %
Уральский банк;Челябинское ГОСБ № 8597;7700048499;ООО Сатурн;SBI;Голубева Ирина Александровна;1;1;0;1;0;Отработан полностью;False;False;False;22;0;0,0;48;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048504;ООО Вектор;Средние;Морозова Анна Дмитриевна;2;2;1;0;0;Отработан полностью;False;False;False;121;37;52,9;194;19,1
Уральский банк;Челябинское ГОСБ № 8597;7700048550;ГБУЗ Новация;Крупнейшие;Фомина Полина Александровна;2;1;1;0;1;Отработан частично;False;False;False;1127;180;37,3;1146;15,7
Уральский банк;Челябинское ГОСБ № 8597;7700048553;ООО Ресурс;Малые;Фомина Полина Александровна;1;1;1;0;0;Отработан полностью;False;False;False;8;1;12,5;37;2,7
Уральский банк;Челябинское ГОСБ № 8597;7700048575;МБУ Центр;Малые;Морозова Дарья Викторовна;1;1;0;0;0;Отработан полностью;False;False;True;4;0;0,0;15;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048580;ПАО Вектор;Средние;Фомина Полина Александровна;2;2;2;0;0;Отработан полностью;False;False;False;103;2;1,9;108;1,9
Уральский банк;Челябинское ГОСБ № 8597;7700048591;ГБУЗ Импульс;Микро;Жукова Елена Дмитриевна;1;1;0;0;0;Отработан полностью;False;False;False;1;0;0,0;3;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048605;ГБУЗ Лидер;Микро;Морозова Анна Дмитриевна;1;1;0;0;0;Отработан полностью;False;False;False;1;0;0,0;4;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048616;ПАО Юпитер;Микро;Виноградов Кирилл Иванович;3;1;0;0;2;Отработан частично;False;False;False;6;0;0,0;4;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048632;АО Орион;Малые;Морозова Анна Дмитриевна;1;1;0;0;0;Отработан полностью;False;False;False;10;0;0,0;31;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048636;ПАО Ярд;Микро;Жукова Елена Дмитриевна;1;1;0;0;0;Отработан полностью;False;False;False;4;0;0,0;9;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048652;ИП Импульс;Микро;Жукова Елена Дмитриевна;1;0;0;0;1;Не начат;False;False;False;1;0;0,0;1;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048673;ООО Ярд;Микро;Морозова Анна Дмитриевна;3;2;2;0;1;Отработан частично;False;False;False;10;3;42,9;8;37,5
Уральский банк;Челябинское ГОСБ № 8597;7700048678;НКО Прогресс;SBI;Карпова Полина Олеговна;2;0;0;0;2;Не начат;False;False;False;71;0;0,0;61;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048690;ООО Химпром;Микро;Морозова Анна Дмитриевна;1;1;0;0;0;Отработан полностью;False;False;False;2;0;0,0;6;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048696;АО Орион;Малые;Виноградов Кирилл Иванович;1;0;0;0;1;Не начат;False;False;False;8;0;0,0;29;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048709;ИП Новация;Малые;Карпова Полина Олеговна;1;1;1;0;0;Отработан полностью;False;False;False;15;25;166,7;36;69,4
Уральский банк;Челябинское ГОСБ № 8597;7700048715;ПАО Уют;Крупнейшие;Виноградов Кирилл Иванович;1;0;0;0;1;Не начат;False;False;False;1247;0;0,0;3291;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048722;АО Орион;Средние;Карпова Полина Олеговна;1;0;0;0;1;Не начат;False;False;False;50;0;0,0;108;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048728;ООО Гранит;Микро;Жукова Елена Дмитриевна;2;2;1;1;0;Отработан полностью;True;False;False;10;6;100,0;11;54,5
Уральский банк;Челябинское ГОСБ № 8597;7700048739;ООО Вектор;Малые;Морозова Дарья Викторовна;1;1;0;0;0;Отработан полностью;False;False;False;10;0;0,0;45;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048741;ПАО Заря;Микро;Морозова Дарья Викторовна;4;4;0;1;0;Отработан полностью;False;False;False;10;0;0,0;5;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048767;МБУ Триумф;Средние;Карпова Полина Олеговна;2;1;0;0;1;Отработан частично;False;False;False;94;0;0,0;103;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048776;НКО Заря;Микро;Морозова Дарья Викторовна;1;1;0;0;0;Отработан полностью;False;False;True;2;0;0,0;3;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048784;АО Автодор;Микро;Морозова Дарья Викторовна;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;7;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048791;ООО Автодор;Малые;Виноградов Кирилл Иванович;1;1;1;0;0;Отработан полностью;False;False;False;29;1;3,4;51;2,0
Уральский банк;Челябинское ГОСБ № 8597;7700048799;ГБУЗ Вектор;Малые;Жукова Елена Дмитриевна;2;1;0;0;1;Отработан частично;False;False;False;27;0;0,0;25;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048806;ИП Бриз;Малые;Морозова Анна Дмитриевна;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;9;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048813;ГБУЗ Дельта;Малые;Карпова Полина Олеговна;2;2;1;0;0;Отработан полностью;False;False;False;39;8;42,1;47;17,0
Уральский банк;Челябинское ГОСБ № 8597;7700048820;ПАО Гранит;SBI;Карпова Полина Олеговна;2;2;2;0;0;Отработан полностью;False;True;False;35;10;28,6;53;18,9
Уральский банк;Челябинское ГОСБ № 8597;7700048834;ПАО Ресурс;SBI;Морозова Дарья Викторовна;1;1;0;0;0;Отработан полностью;False;False;True;18;0;0,0;83;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048849;ГБУЗ Юпитер;Микро;Морозова Дарья Викторовна;1;1;0;1;0;Отработан полностью;False;False;True;3;0;0,0;5;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048862;МБУ Уют;Крупные;Голубева Ирина Александровна;1;0;0;0;1;Не начат;False;False;False;87;0;0,0;461;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048874;ГБУЗ Импульс;Малые;Морозова Анна Дмитриевна;1;0;0;0;1;Не начат;False;False;False;10;0;0,0;24;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048910;ГБУЗ Вектор;Крупные;Морозова Дарья Викторовна;2;2;1;1;0;Отработан полностью;True;False;False;371;1;0,5;361;0,3
Уральский банк;Челябинское ГОСБ № 8597;7700048920;ИП Импульс;Малые;Морозова Анна Дмитриевна;1;1;0;0;0;Отработан полностью;False;False;False;23;0;0,0;40;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048946;МБУ Вектор;Средние;Морозова Дарья Викторовна;2;1;0;1;1;Отработан частично;False;False;False;54;0;0,0;55;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048968;ООО Ресурс;Средние;Фомина Полина Александровна;1;0;0;0;1;Не начат;False;False;False;89;0;0,0;214;0,0
Уральский банк;Челябинское ГОСБ № 8597;7700048973;ГБУЗ Фаворит;Малые;Фомина Полина Александровна;1;1;1;0;0;Отработан полностью;False;False;False;14;2;14,3;29;6,9
Уральский банк;Челябинское ГОСБ № 8597;7700048980;ПАО Сатурн;Крупные;Жукова Елена Дмитриевна;1;1;0;0;0;Отработан полностью;False;False;False;276;0;0,0;675;0,0
